date,category,issue,name,price
2017-01-04,MERCHANDISE,SEP162373,DARKWING DUCK CLASSIC ROYAL HEATHER T/S XXL (C: 1-1-0),$21.99
2017-01-04,MERCHANDISE,APR168993,DBZ DRAMATIC SHOWCASE 4TH SEA V1 MAJIN VEGETA FIG (NET) (C:,$28.00
2017-01-04,MERCHANDISE,APR168992,DBZ DRAMATIC SHOWCASE 4TH SEA V2 SS TRUNKS FIG (NET) (C: 1-1,$28.00
2017-01-04,MERCHANDISE,AUG169527,DC DICE MASTERS SPEEDSTERS 2016 OP KIT (NET) (C: 1-1-2),$PI
2017-01-04,MERCHANDISE,SEP162411,DOCTOR STRANGE DR STRANGE RED SMOKE BLK T/S LG (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162410,DOCTOR STRANGE DR STRANGE RED SMOKE BLK T/S MED (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162409,DOCTOR STRANGE DR STRANGE RED SMOKE BLK T/S SM (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162412,DOCTOR STRANGE DR STRANGE RED SMOKE BLK T/S XL (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162413,DOCTOR STRANGE DR STRANGE RED SMOKE BLK T/S XXL (C: 1-1-0),$21.99
2017-01-04,MERCHANDISE,SEP168436,DORBZ ARROW TV ARROW VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,AUG169436,DORBZ DC COMICS FLASH VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,AUG169437,DORBZ DC COMICS GREEN LANTERN BATMAN VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,AUG169438,DORBZ DC COMICS GREEN LANTERN VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,AUG169439,DORBZ DC COMICS SINESTRO VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,JUL168178,DORBZ HORROR CTHULHU VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168438,DORBZ MOANA MAUI VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168439,DORBZ MOANA MOANA VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,JUL162709,DORBZ XL CAPTAIN AMERICA 3 GIANT MAN VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168484,DORBZ X-MEN CLASSIC STORM VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168485,DORBZ X-MEN CYCLOPS VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168487,DORBZ X-MEN EMMA FROST VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168488,DORBZ X-MEN PSYLOCKE VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,SEP168489,DORBZ X-MEN SABRETOOTH VINYL FIG (C: 1-1-2),$7.99
2017-01-04,MERCHANDISE,AUG158760,DOROHEDORO CAIMAN 1/6 SCALE FIG (NET) (C: 0-1-2),$PI
2017-01-04,MERCHANDISE,MAR168946,DRAGONBALL SUPER BEERUS TAMASHII BUDDIES FIGURE (NET) (C: 1-,$14.99
2017-01-04,MERCHANDISE,MAR168947,DRAGONBALL SUPER SSGSS SON GOKU TAMASHII BUDDIES FIGURE (NET,$14.99
2017-01-04,MERCHANDISE,SEP162376,DUCKTALES GIZMO DUCK GREY HEATHER T/S LG (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162375,DUCKTALES GIZMO DUCK GREY HEATHER T/S MED (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162374,DUCKTALES GIZMO DUCK GREY HEATHER T/S SM (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162377,DUCKTALES GIZMO DUCK GREY HEATHER T/S XL (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162378,DUCKTALES GIZMO DUCK GREY HEATHER T/S XXL (C: 1-1-0),$21.99
2017-01-04,MERCHANDISE,MAY168086,DYNAMITE ACTION NO-3 GK LTD GRENDIZER GIGA FIG (C: 1-1-2),$189.99
2017-01-04,MERCHANDISE,SEP168607,FANTASTIC BEASTS 144PC BUTTON ASST (NET) (C: 1-1-1),$PI
2017-01-04,MERCHANDISE,JUL168004,FFG DARK ELF BY LUIS ROYO 1/4 SCALE STATUE (NET) (MR) (C: 0-,$399.99
2017-01-04,MERCHANDISE,JUN168618,FFG DC COMICS COLL THE JOKER 1/6 RESIN STATUE (NET) (C: 1-1-,$249.99
2017-01-04,MERCHANDISE,JUL168534,FIREFLY SERENITY BANDANNA (C: 0-1-1),$4.95
2017-01-04,MERCHANDISE,SEP162532,GHOSTBUSTERS SELECT AF SERIES 4 ASST (C: 0-1-2),$24.99
2017-01-04,MERCHANDISE,MAY168123,HARLEY QUINN HEART PREMIUM NOTEBOOK (C: 1-1-2),$19.99
2017-01-04,MERCHANDISE,SEP168634,HARRY POTTER HARRYS FIRST SPELL Q-FIG FIGURE (C: 1-1-2),$14.95
2017-01-04,MERCHANDISE,APR169021,HATSUNE MIKU 2016 RACING VERSION FIG (NET) (C: 1-1-2),$30.00
2017-01-04,MERCHANDISE,MAY168715,HDGE TECHNICAL PVC STATUE NO 14 PRISON SCHOOL MIDORIKAWA (MR,$166.99
2017-01-04,MERCHANDISE,FEB168611,HELLRAISER LAMENT CONFIGURATION FUZZY DICE (C: 1-1-2),$11.99
2017-01-04,MERCHANDISE,MAR168558,I AM OTHER 100% BEA (NET) (C: 1-1-2) (PP#1230),$PI
2017-01-04,MERCHANDISE,JUL162605,JLA TAS GREEN ARROW BUST (C: 1-1-2),$59.99
2017-01-04,MERCHANDISE,SEP168766,JUSTICE LEAGUE ACTION 12IN AF ASST (NET) (C: 1-1-1),$PI
2017-01-04,MERCHANDISE,AUG169422,KINGDOM HEARTS LASER CUT FIG KEYRING 24PC BMB DS (C: 1-1-2),$5.99
2017-01-04,MERCHANDISE,MAY168849,LITCHI HIKARI CLUB ZERA PVC FIG (C: 1-1-2),$132.99
2017-01-04,MERCHANDISE,JUN168920,LUKE CHUEH HUNG BMB FIG DISPLAY (NET) (C: 0-1-1),$12.00
2017-01-04,MERCHANDISE,AUG162594,MARVEL CHESS FIG COLL MAG #95 ANTI-VENOM BLACK PAWN (C: 0-1-,$17.00
2017-01-04,MERCHANDISE,JUN169009,MARVEL SERIES 8 LASER CUT FIGURAL KEYRING 24PC BMB DS (C: 1-,$5.99
2017-01-04,MERCHANDISE,APR163048,MIGHTY MEEPLES DC COMICS 24PC BMB GRAVITY FEED (C: 0-1-2),$2.99
2017-01-04,MERCHANDISE,MAR168582,MIGHTY MEEPLES DC JUSTICE LEAGUE COLLECTION TIN (C: 1-1-2),$14.99
2017-01-04,MERCHANDISE,SEP168769,MINECRAFT MINI FIG ENVIRONMENT SET ASST (NET) (C: 1-1-1),$PI
2017-01-04,MERCHANDISE,SEP168786,MOLESKINE AVENGERS HULK RULED LG NOTEBOOK (C: 1-1-2),$24.95
2017-01-04,MERCHANDISE,SEP168787,MOLESKINE AVENGERS IRON MAN RULED LG NOTEBOOK (C: 1-1-2),$24.95
2017-01-04,MERCHANDISE,SEP168788,MOLESKINE AVENGERS THOR RULED LG NOTEBOOK (C: 1-1-2),$24.95
2017-01-04,MERCHANDISE,OCT163235,MUNCHKIN PATHFINDER TRULY GOBNOXIOUS PACK (C: 0-1-2),$5.95
2017-01-04,MERCHANDISE,SEP168936,MY LITTLE PONY GOH SPIKE THE DRAGON FIG CS (Net) (C: 1-1-1),$44.99
2017-01-04,MERCHANDISE,SEP168623,MYSTERY MINIS FIVE NIGHTS AT FREDDYS SER 1 12PC BMB DISP (C:,$6.99
2017-01-04,MERCHANDISE,SEP168498,MYSTERY MINIS X-MEN SERIES 1 12PC BMB DISP (C: 1-1-1),$6.99
2017-01-04,MERCHANDISE,APR168407,NARUTO SHIPPUDEN ITACHI S.H.FIGUARTS AF ITACHI BATTLE VER (N,$59.99
2017-01-04,MERCHANDISE,SEP168669,NYCC 2016 CLASSIC WONDER WOMAN DELUXE KEYRING SET (C: 1-1-2),$30.00
2017-01-04,MERCHANDISE,SEP168670,NYCC 2016 FANTASTIC BEASTS PEWTER 6PC LAPEL PIN SET (C: 1-1-,$30.00
2017-01-04,MERCHANDISE,SEP168671,NYCC 2016 KINGDOM HEARTS DELUXE KEYRING SET (C: 1-1-2),$55.00
2017-01-04,MERCHANDISE,APR168977,ONE PIECE DXF MANHOOD 2 LUFFY FIG (NET) (C: 1-1-2),$28.00
2017-01-04,MERCHANDISE,OCT162510,PATHFINDER CTHULHU BREW BLK T/S LG (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162509,PATHFINDER CTHULHU BREW BLK T/S MED (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162508,PATHFINDER CTHULHU BREW BLK T/S SM (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162511,PATHFINDER CTHULHU BREW BLK T/S XL (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162512,PATHFINDER CTHULHU BREW BLK T/S XXL (C: 0-1-1),$22.99
2017-01-04,MERCHANDISE,OCT162513,PATHFINDER CTHULHU BREW BLK T/S XXXL (C: 0-1-1),$22.99
2017-01-04,MERCHANDISE,OCT162522,PATHFINDER GHOST GOBLIN ALE BLK T/S LG (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162521,PATHFINDER GHOST GOBLIN ALE BLK T/S MED (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162520,PATHFINDER GHOST GOBLIN ALE BLK T/S SM (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162523,PATHFINDER GHOST GOBLIN ALE BLK T/S XL (C: 0-1-1),$18.99
2017-01-04,MERCHANDISE,OCT162524,PATHFINDER GHOST GOBLIN ALE BLK T/S XXL (C: 0-1-1),$22.99
2017-01-04,MERCHANDISE,OCT162525,PATHFINDER GHOST GOBLIN ALE BLK T/S XXXL (C: 0-1-1),$22.99
2017-01-04,MERCHANDISE,MAY168840,PEANUTS LUCY 100% BEA (NET) (C: 1-1-2),$PI
2017-01-04,MERCHANDISE,MAY168842,PEANUTS LUCY 400% BEA (NET) (C: 1-1-2),$PI
2017-01-04,MERCHANDISE,JUL168696,POCKET POP DISNEY INSIDE OUT SADNESS VIN FIG KEYCHAIN (C: 1-,$5.99
2017-01-04,MERCHANDISE,SEP168490,POCKET POP X-MEN MAGNETO FIG KEYCHAIN (C: 1-1-2),$5.99
2017-01-04,MERCHANDISE,SEP162396,POKEMON ELECTRIC TYPE BLK T/S LG (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162395,POKEMON ELECTRIC TYPE BLK T/S MED (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162394,POKEMON ELECTRIC TYPE BLK T/S SM (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162397,POKEMON ELECTRIC TYPE BLK T/S XL (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162398,POKEMON ELECTRIC TYPE BLK T/S XXL (C: 1-1-0),$21.99
2017-01-04,MERCHANDISE,SEP162401,POKEMON I MEW IT BLK T/S LG (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162400,POKEMON I MEW IT BLK T/S MED (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162399,POKEMON I MEW IT BLK T/S SM (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162402,POKEMON I MEW IT BLK T/S XL (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162403,POKEMON I MEW IT BLK T/S XXL (C: 1-1-0),$21.99
2017-01-04,MERCHANDISE,JUL168560,POP FIVE NIGHTS AT FREDDYS NIGHTMARE FREDDY VINYL FIG (C: 1-,$10.99
2017-01-04,MERCHANDISE,SEP168491,POP MARVEL X-MEN ARCHANGEL VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168492,POP MARVEL X-MEN CABLE VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168493,POP MARVEL X-MEN PSYLOCKE VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG169505,POP MONSTER HIGH CLAWDEEN WOLF VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG169506,POP MONSTER HIGH CLEO DE NILE VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG169508,POP MONSTER HIGH FRANKIE STEIN VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168527,POP PETS DACHSHUND BROWN VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168528,POP PETS FRENCH BULLDOG GREY & WHITE VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168529,POP PETS FRENCH BULLDOG GREY VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168530,POP PETS LABRADOR RETRIEVER BLACK VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP168531,POP PETS LABRADOR RETRIEVER CHOCOLATE VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG168344,POP SCOOBY DOO SCOOBY VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,JUN169228,POP TWILIGHT BELLA WEDDING DRESS VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,JUN169229,POP TWILIGHT EDWARD CULLEN TUXEDO VINYL FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,APR168319,POWER ILLUMINATED TURNTABLE ACTION FIGURE STAND (NET) (C: 1-,$PI
2017-01-04,MERCHANDISE,JUL168062,POWER RANGERS NINJA STEEL 12IN AF ASST (NET) (C: 1-1-2),$9.99
2017-01-04,MERCHANDISE,JUL168069,POWER RANGERS NINJA STEEL DLX MORPHER CS (NET) (C: 1-1-2),$29.99
2017-01-04,MERCHANDISE,JUL168067,POWER RANGERS NINJA STEEL DLX SHURIKEN SHIFTER ASST (Net) (C,$24.99
2017-01-04,MERCHANDISE,JUL168071,POWER RANGERS NINJA STEEL POWER STAR PK ASST (NET) (C: 1-1-2,$7.99
2017-01-04,MERCHANDISE,JUL168072,POWER RANGERS NINJA STEEL RANGER HERO SET ASST (NET) (C: 1-1,$24.99
2017-01-04,MERCHANDISE,AUG169118,ROCK CANDY MARVEL LADY THOR FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG169120,ROCK CANDY MARVEL SPIDER-GWEN UNMASKED FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG169510,ROCK CANDY MONSTER HIGH CLAWDEEN WOLF FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,AUG169512,ROCK CANDY MONSTER HIGH FRANKIE STEIN FIG (C: 1-1-2),$10.99
2017-01-04,MERCHANDISE,SEP161288,SHARK TREK T-SHIRT LG,$21.99
2017-01-04,MERCHANDISE,SEP161287,SHARK TREK T-SHIRT MED,$21.99
2017-01-04,MERCHANDISE,SEP161290,SHARK TREK T-SHIRT XXL,$23.99
2017-01-04,MERCHANDISE,SEP161291,SHARK TREK T-SHIRT XXXL,$24.99
2017-01-04,MERCHANDISE,JUL168535,STAR TREK 50TH ANNIVERSARY BANDANNA (C: 0-1-1),$4.95
2017-01-04,MERCHANDISE,SEP168572,STAR TREK ATTACK WING BORG SPHERE EXP REPAINT (C: 1-1-2),$14.99
2017-01-04,MERCHANDISE,SEP168573,STAR TREK ATTACK WING CALINDRA EXP (C: 1-1-2),$14.99
2017-01-04,MERCHANDISE,SEP168574,STAR TREK ATTACK WING FEDERATION USS DEFIANT EXP REPAINT (C:,$14.99
2017-01-04,MERCHANDISE,MAR162255,STAR TREK ROMULAN BIRD OF PREY SHIP (C: 0-1-2),$60.00
2017-01-04,MERCHANDISE,AUG168799,STAR TREK:THE NEXT GENERATION ENTERPRISE JOURNAL (C: 1-1-1),$14.95
2017-01-04,MERCHANDISE,AUG168800,STAR TREK:THE ORIGINAL SERIES CAPTAINS LOG JOURNAL (C: 1-1-1,$14.95
2017-01-04,MERCHANDISE,OCT168122,STAR WARS BB-8 WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,OCT168123,STAR WARS BOBA FETT BOUNTY HUNTER BADGE WINDOW DECAL (C: 1-1,$4.99
2017-01-04,MERCHANDISE,OCT168124,STAR WARS DARTH VADER SITH LORD BADGE WINDOW DECAL (C: 1-1-0,$4.99
2017-01-04,MERCHANDISE,OCT168125,STAR WARS DEATH STAR BADGE WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,APR168593,STAR WARS E7 CHEWBACCA SUPER DEFORMED 12IN PLUSH (C: 1-1-2),$25.00
2017-01-04,MERCHANDISE,APR168594,STAR WARS E7 KYLO REN SUPER DEFORMED 12IN PLUSH (C: 1-1-2),$25.00
2017-01-04,MERCHANDISE,APR168595,STAR WARS E7 R2D2 SUPER DEFORMED 12IN PLUSH (C: 1-1-2),$25.00
2017-01-04,MERCHANDISE,APR168596,STAR WARS E7 REY SUPER DEFORMED 12IN PLUSH (C: 1-1-2),$25.00
2017-01-04,MERCHANDISE,APR168597,STAR WARS E7 YODA SUPER DEFORMED 12IN PLUSH (C: 1-1-2),$25.00
2017-01-04,MERCHANDISE,SEP162386,STAR WARS ENLIST TODAY NAVY T/S LG (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162385,STAR WARS ENLIST TODAY NAVY T/S MED (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162384,STAR WARS ENLIST TODAY NAVY T/S SM (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162387,STAR WARS ENLIST TODAY NAVY T/S XL (C: 1-1-0),$18.99
2017-01-04,MERCHANDISE,SEP162388,STAR WARS ENLIST TODAY NAVY T/S XXL (C: 1-1-0),$21.99
2017-01-04,MERCHANDISE,OCT168126,STAR WARS IMPERIAL INFANTRY BADGE WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,OCT168127,STAR WARS IMPERIAL TIE FIGHTER BADGE WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,OCT168128,STAR WARS KYLO REN AT THE READY WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,SEP162391,STAR WARS LANDO CALRISSIAN VINTAGE ROYAL HEATHER T/S LG (C:,$18.99
2017-01-04,MERCHANDISE,SEP162390,STAR WARS LANDO CALRISSIAN VINTAGE ROYAL HEATHER T/S MED (C:,$18.99
2017-01-04,MERCHANDISE,SEP162389,STAR WARS LANDO CALRISSIAN VINTAGE ROYAL HEATHER T/S SM (C:,$18.99
2017-01-04,MERCHANDISE,SEP162392,STAR WARS LANDO CALRISSIAN VINTAGE ROYAL HEATHER T/S XL (C:,$18.99
2017-01-04,MERCHANDISE,SEP162393,STAR WARS LANDO CALRISSIAN VINTAGE ROYAL HEATHER T/S XXL (C:,$21.99
2017-01-04,MERCHANDISE,OCT168129,STAR WARS MILLENNIUM FALCON BADGE WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,OCT168130,STAR WARS R2-D2 ASTROMECH DROID BADGE WINDOW DECAL (C: 1-1-0,$4.99
2017-01-04,MERCHANDISE,OCT168131,STAR WARS R2-D2 WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,OCT168132,STAR WARS TIE PILOT IMPERIAL NAVY BADGE WINDOW DECAL (C: 1-1,$4.99
2017-01-04,MERCHANDISE,OCT168133,STAR WARS X-WING STARFIGHTER BADGE WINDOW DECAL (C: 1-1-0),$4.99
2017-01-04,MERCHANDISE,JUL168537,SUICIDE SQUAD BANDANNA (C: 0-1-1),$4.95
2017-01-04,MERCHANDISE,JUN162468,SUICIDE SQUAD HARLEY QUINN FINDERS KEYPERS (C: 1-1-2),$29.99
2017-01-04,MERCHANDISE,JUN162467,SUICIDE SQUAD JOKER FINDERS KEYPERS (C: 1-1-2),$29.99
2017-01-04,MERCHANDISE,AUG168198,SUPERNATURAL DEAN WINCHESTER MINI MASTERS FIGURE (C: 1-1-2),$24.95
2017-01-04,MERCHANDISE,AUG168199,SUPERNATURAL SAM WINCHESTER MINI MASTERS FIGURE (C: 1-1-2),$24.95
2017-01-04,MERCHANDISE,OCT168245,SW R1 MICRO MACHINES DEATH STAR PLAYSET CS (NET) (C: 1-1-1),$56.99
2017-01-04,MERCHANDISE,OCT168242,SW STAR WARS UNI 3-3/4IN DLX AF 2PK ASST 201603 (NET) (C: 1-,$16.99
2017-01-04,MERCHANDISE,SEP168771,TEEN TITANS GO MINI FIGURE BMB DISPLAY (Net) (C: 1-1-1),$PI
2017-01-04,MERCHANDISE,JUN168548,TOPPS 2016 SW ROGUE ONE T/C BOX (NET) (C: 1-1-2),$3.99
2017-01-04,MERCHANDISE,JUN168549,TOPPS 2016 WALKING DEAD SURVIVAL T/C MASTER BOX (NET) (C: 1-,$39.99
2017-01-04,MERCHANDISE,MAY158286,TRANSFORMERS OPTIMUS PRIME PREMIUM SCALE COLLECTIBLE FIG (NE,$430.00
2017-01-04,MERCHANDISE,JUN168219,ULTRAMAN ZOFFY S.H.FIGUARTS AF (NET) (C: 1-1-2),$55.99
2017-01-04,MERCHANDISE,AUG169317,VOLTRON LEGENDARY DEF 14IN ULT FIG CS (NET) (C: 1-1-1),$PI
2016-01-06,DARK HORSE COMICS,SEP150062,AGE OF REPTILES ANCIENT EGYPTIANS TP (C: 0-1-2),$14.99
2016-01-06,DARK HORSE COMICS,NOV150021,ANGEL AND FAITH SEASON 10 #22 MAIN CVR,$3.99
2016-01-06,DARK HORSE COMICS,NOV150022,ANGEL AND FAITH SEASON 10 #22 NORTON VAR CVR,$3.99
2016-01-06,DARK HORSE COMICS,SEP150038,BALTIMORE HC VOL 06 CULT OF THE RED KING,$24.99
2016-01-06,DARK HORSE COMICS,NOV150068,BARB WIRE #7,$3.99
2016-01-06,DARK HORSE COMICS,NOV150031,DEAD VENGEANCE #4 (OF 4),$3.99
2016-01-06,DARK HORSE COMICS,SEP150086,GIRL CRAZY HC (C: 0-1-2),$17.99
2016-01-06,DARK HORSE COMICS,NOV150019,JOE GOLEM OCCULT DETECTIVE #3,$3.50
2016-01-06,DARK HORSE COMICS,NOV150044,LARA CROFT FROZEN OMEN #4 (OF 5),$3.99
2016-01-06,DARK HORSE COMICS,NOV150093,LONE WOLF 2100 #1 (OF 4),$3.99
2016-01-06,DARK HORSE COMICS,NOV150063,MYSTERY GIRL #2,$3.99
2016-01-06,DARK HORSE COMICS,OCT150047,POWER CUBED #4 (OF 4),$3.99
2016-01-06,DARK HORSE COMICS,NOV150020,THIS DAMNED BAND #6 (OF 6),$3.99
2016-01-06,DC COMICS,OCT150272,100 BULLETS TP BOOK 04 (MR),$24.99
2016-01-06,DC COMICS,NOV150209,ACTION COMICS #48,$3.99
2016-01-06,DC COMICS,NOV150210,ACTION COMICS #48 ADULT COLORING BOOK VAR ED,$3.99
2016-01-06,DC COMICS,NOV150223,BATMAN AND ROBIN ETERNAL #14,$2.99
2016-01-06,DC COMICS,OCT150245,BATMAN ARKHAM KNIGHT TP VOL 01,$14.99
2016-01-06,DC COMICS,NOV150230,BATMAN BEYOND #8,$2.99
2016-01-06,DC COMICS,SEP150289,BATMAN DETECTIVE COMICS HC VOL 07 ANARKY,$24.99
2016-01-06,DC COMICS,OCT150247,BATMAN DETECTIVE COMICS TP VOL 06 ICARUS,$16.99
2016-01-06,DC COMICS,NOV150253,DC COMICS BOMBSHELLS #8,$3.99
2016-01-06,DC COMICS,NOV150260,DC ESSENTIALS DC THE NEW FRONTIER #1,$1.00
2016-01-06,DC COMICS,NOV150231,DETECTIVE COMICS #48,$3.99
2016-01-06,DC COMICS,NOV150232,DETECTIVE COMICS #48 ADULT COLORING BOOK VAR ED,$3.99
2016-01-06,DC COMICS,OCT150273,FBP FEDERAL BUREAU OF PHYSICS TP VOL 04 END TIMES (MR),$14.99
2016-01-06,DC COMICS,NOV150187,GREEN ARROW #48,$2.99
2016-01-06,DC COMICS,NOV150188,GREEN ARROW #48 ADULT COLORING BOOK VAR ED,$2.99
2016-01-06,DC COMICS,NOV150244,GREEN LANTERN #48,$3.99
2016-01-06,DC COMICS,NOV150245,GREEN LANTERN #48 ADULT COLORING BOOK VAR ED,$3.99
2016-01-06,DC COMICS,NOV150254,INJUSTICE GODS AMONG US YEAR FIVE #1,$2.99
2016-01-06,DC COMICS,NOV150190,MIDNIGHTER #8,$2.99
2016-01-06,DC COMICS,OCT150260,RED HOOD AND THE OUTLAWS TP VOL 07 LAST CALL,$14.99
2016-01-06,DC COMICS,NOV150309,SHERIFF OF BABYLON #2 (OF 8) (MR),$3.99
2016-01-06,DC COMICS,NOV150311,SURVIVORS CLUB #4 (MR),$3.99
2016-01-06,DC COMICS,NOV150169,SWAMP THING #1 (OF 6),$2.99
2016-01-06,DC COMICS,NOV150204,TELOS #4,$2.99
2016-01-06,DC COMICS,NOV150313,UNFOLLOW #3 (MR),$3.99
2016-01-06,IDW PUBLISHING,NOV150412,ANGRY BIRDS COMICS (2016) #1,$3.99
2016-01-06,IDW PUBLISHING,NOV150413,ANGRY BIRDS COMICS (2016) #1 SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,NOV150437,EIGHTH SEAL #2 (OF 5),$3.99
2016-01-06,IDW PUBLISHING,NOV150438,EIGHTH SEAL #2 (OF 5) SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,NOV150343,GI JOE A REAL AMERICAN HERO #223,$3.99
2016-01-06,IDW PUBLISHING,NOV150344,GI JOE A REAL AMERICAN HERO #223 SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,NOV150436,MICKEY MOUSE GIFT OF THE SUN LORD TP,$12.99
2016-01-06,IDW PUBLISHING,NOV150424,MY LITTLE PONY FRIENDS FOREVER #24,$3.99
2016-01-06,IDW PUBLISHING,NOV150425,MY LITTLE PONY FRIENDS FOREVER #24 SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,NOV150440,OCTOBER FACTION #12,$3.99
2016-01-06,IDW PUBLISHING,NOV150441,OCTOBER FACTION #12 SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,NOV150478,POPEYE CLASSICS ONGOING #42,$3.99
2016-01-06,IDW PUBLISHING,NOV150365,STAR TREK NEW VISIONS MISTER CHEKOV,$7.99
2016-01-06,IDW PUBLISHING,NOV150366,STAR TREK STARFLEET ACADEMY #2 (OF 5),$3.99
2016-01-06,IDW PUBLISHING,NOV150367,STAR TREK STARFLEET ACADEMY #2 (OF 5) SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,NOV150371,TMNT COLOR CLASSICS SERIES 3 #13 (C: 1-0-0),$3.99
2016-01-06,IDW PUBLISHING,NOV150369,TMNT ONGOING TP VOL 13 VENGEANCE PT 2,$17.99
2016-01-06,IDW PUBLISHING,NOV150432,UNCLE SCROOGE #10,$3.99
2016-01-06,IDW PUBLISHING,NOV150433,UNCLE SCROOGE #10 SUBSCRIPTION VAR,$3.99
2016-01-06,IDW PUBLISHING,AUG150465,V-WARS NIGHT TERRORS PROSE TP (RES),$19.99
2016-01-06,IMAGE COMICS,NOV150504,BITCH PLANET #6 (RES) (MR),$3.99
2016-01-06,IMAGE COMICS,NOV150594,BLACK SCIENCE #19 (MR),$3.50
