date,category,issue,name,price
2017-07-26,IDW PUBLISHING,MAY170573,MY LITTLE PONY MOVIE PREQUEL #2 CVR A PRICE,$3.99
2017-07-26,IDW PUBLISHING,MAY170574,MY LITTLE PONY MOVIE PREQUEL #2 CVR B FLEECS,$3.99
2017-07-26,IDW PUBLISHING,MAR170507,REVOLUTIONARIES #6,$3.99
2017-07-26,IDW PUBLISHING,MAR170508,REVOLUTIONARIES #6 SUBSCRIPTION VAR A,$3.99
2017-07-26,IDW PUBLISHING,MAR170509,REVOLUTIONARIES #6 SUBSCRIPTION VAR B,$3.99
2017-07-26,IDW PUBLISHING,MAY170458,STAR TREK BOLDLY GO #10 CVR A CALTSOUDAS,$3.99
2017-07-26,IDW PUBLISHING,MAY170459,STAR TREK BOLDLY GO #10 CVR B BADOWER,$3.99
2017-07-26,IDW PUBLISHING,MAY170389,TMNT ONGOING #72 CVR A WACHTER (C: 1-0-0),$3.99
2017-07-26,IDW PUBLISHING,MAY170390,TMNT ONGOING #72 CVR B WHALEN (C: 1-0-0),$3.99
2017-07-26,IDW PUBLISHING,MAY170382,TMNT USAGI YOJIMBO CVR A SAKAI,$7.99
2017-07-26,IDW PUBLISHING,MAY170383,TMNT USAGI YOJIMBO CVR B ARAGONES,$7.99
2017-07-26,IDW PUBLISHING,MAY170423,TRANSFORMERS LOST LIGHT #8 CVR A LAWRENCE,$3.99
2017-07-26,IDW PUBLISHING,MAY170424,TRANSFORMERS LOST LIGHT #8 CVR B ROCHE,$3.99
2017-07-26,IDW PUBLISHING,MAY170425,TRANSFORMERS LOST LIGHT #8 CVR C WHALEN,$3.99
2017-07-26,IMAGE COMICS,MAY170660,BLACK ROAD TP VOL 02 A PAGAN DEATH (MR),$16.99
2017-07-26,IMAGE COMICS,MAY170607,BLOODSTRIKE #1 REMASTERED ED CVR A FRAGA,$3.99
2017-07-26,IMAGE COMICS,MAY170608,BLOODSTRIKE #1 REMASTERED ED CVR B LIEFELD,$3.99
2017-07-26,IMAGE COMICS,MAY170610,BY CHANCE OR PROVIDENCE TP,$16.99
2017-07-26,IMAGE COMICS,MAY170670,CANNIBAL #7 (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170671,CROSSWIND #2 CVR A STAGGS (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170672,CROSSWIND #2 CVR B STAGGS (MR),$3.99
2017-07-26,IMAGE COMICS,APR178257,CROSSWIND #2 CVR C IMAGES OF TOMORROW VAR (MR),$3.99
2017-07-26,IMAGE COMICS,APR179004,IMAGE ICONS LG T/S (C: 0-1-2),$25.00
2017-07-26,IMAGE COMICS,APR179003,IMAGE ICONS MED T/S (C: 0-1-2),$25.00
2017-07-26,IMAGE COMICS,APR179002,IMAGE ICONS SM T/S (C: 0-1-2),$25.00
2017-07-26,IMAGE COMICS,APR179005,IMAGE ICONS XL T/S (C: 0-1-2),$25.00
2017-07-26,IMAGE COMICS,APR179006,IMAGE ICONS XXL T/S (C: 0-1-2),$25.00
2017-07-26,IMAGE COMICS,APR179007,IMAGE ICONS XXXL T/S (C: 0-1-2),$25.00
2017-07-26,IMAGE COMICS,MAY170746,IMAGE PLUS #16 (WALKING DEAD HERES NEGAN PT 16) (NET) (MR),$1.99
2017-07-26,IMAGE COMICS,APR170843,OUTCAST BY KIRKMAN & AZACETA #29 (MR),$2.99
2017-07-26,IMAGE COMICS,MAY170697,PAKLIS #3 (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170698,PLASTIC #4 (OF 5) CVR A ROBINSON (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170699,PLASTIC #4 (OF 5) CVR B HILLYARD (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170700,POSTAL #21 (MR),$3.99
2017-07-26,IMAGE COMICS,APR178252,POSTAL #21 CVR B IMAGES OF TOMORROW VAR (MR),$3.99
2017-07-26,IMAGE COMICS,MAY178640,REDNECK #3 2ND PTG (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170703,REDNECK #4 (MR),$3.99
2017-07-26,IMAGE COMICS,MAY178129,REDNECK #4 CVR B IMAGES OF TOMORROW VAR (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170710,SAGA #45 (MR),$2.99
2017-07-26,IMAGE COMICS,APR170688,SAVAGE DRAGON #225 25TH ANNIVERSARY CVR A LARSEN (MR),$9.99
2017-07-26,IMAGE COMICS,APR170689,SAVAGE DRAGON #225 25TH ANNIVERSARY CVR B FOSCO (MR),$9.99
2017-07-26,IMAGE COMICS,APR170690,SAVAGE DRAGON #225 25TH ANNIVERSARY CVR C LARSEN (MR),$9.99
2017-07-26,IMAGE COMICS,MAY178162,SAVAGE DRAGON #225 25TH ANNIVERSARY CVR D XXX KRASH (MR),$11.99
2017-07-26,IMAGE COMICS,MAY178523,SHIRTLESS BEAR-FIGHTER #1 (OF 5) 2ND PTG (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170715,SHIRTLESS BEAR-FIGHTER #2 (OF 5) CVR A ROBINSON (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170716,SHIRTLESS BEAR-FIGHTER #2 (OF 5) CVR B FOX (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170717,SHIRTLESS BEAR-FIGHTER #2 (OF 5) CVR C MACLEAN (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170718,SHUTTER #30 (MR),$3.99
2017-07-26,IMAGE COMICS,APR178256,SHUTTER #30 CVR B IMAGES OF TOMORROW (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170645,SOLID STATE TP,$19.99
2017-07-26,IMAGE COMICS,MAY170720,SONS OF THE DEVIL #14 (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170722,SPAWN #276 CVR A ALEXANDER (MR),$2.99
2017-07-26,IMAGE COMICS,MAY170723,SPAWN #276 CVR B MCFARLANE (MR),$2.99
2017-07-26,IMAGE COMICS,APR178250,SPAWN #276 CVR C IMAGES OF TOMORROW VAR (MR),$2.99
2017-07-26,IMAGE COMICS,MAY170648,STREET ANGEL GANG HC,$19.99
2017-07-26,IMAGE COMICS,MAY170726,UNDERWINTER #5 CVR A FAWKES (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170727,UNDERWINTER #5 CVR B MCKELVIE (MR),$3.99
2017-07-26,IMAGE COMICS,APR178247,UNDERWINTER #5 CVR C IMAGES OF TOMORROW VAR (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170731,WAYWARD #22 CVR A CUMMINGS & BONVILLAIN (MR),$3.99
2017-07-26,IMAGE COMICS,MAY170732,WAYWARD #22 CVR B SEJIC (MR),$3.99
2017-07-26,IMAGE COMICS,APR178253,WAYWARD #22 CVR C IMAGES OF TOMORROW VAR (MR),$3.99
2017-07-26,MARVEL COMICS,MAY178287,AMAZING SPIDER-MAN RENEW YOUR VOWS #8 2ND PTG VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170982,AVENGERS EPIC COLLECTION OPERATION GALACTIC STORM TP,$39.99
2017-07-26,MARVEL COMICS,MAY170849,BEN REILLY SCARLET SPIDER #5,$3.99
2017-07-26,MARVEL COMICS,MAY170881,BLACK PANTHER #16,$3.99
2017-07-26,MARVEL COMICS,MAY170883,BLACK PANTHER #16 MCKELVIE CONNECTING VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170913,CABLE #3,$3.99
2017-07-26,MARVEL COMICS,MAY170776,CAPTAIN AMERICA SAM WILSON #24 SE,$3.99
2017-07-26,MARVEL COMICS,MAY170777,CAPTAIN AMERICA STEVE ROGERS #19 SE,$3.99
2017-07-26,MARVEL COMICS,MAY170789,DEADPOOL #34 SE,$3.99
2017-07-26,MARVEL COMICS,MAY178289,DEFENDERS #1 2ND PTG MARQUEZ VAR,$4.99
2017-07-26,MARVEL COMICS,MAY170845,EDGE OF VENOMVERSE #3 (OF 5),$3.99
2017-07-26,MARVEL COMICS,MAY170846,EDGE OF VENOMVERSE #3 (OF 5) LIM VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170946,EXTRAORDINARY X-MEN TP VOL 04 IVX,$16.99
2017-07-26,MARVEL COMICS,MAY170899,GUARDIANS OF GALAXY TELLTALE SERIES #1 (OF 5),$3.99
2017-07-26,MARVEL COMICS,MAY170901,GUARDIANS OF GALAXY TELLTALE SERIES #1 (OF 5) GAME VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170885,GWENPOOL #18,$3.99
2017-07-26,MARVEL COMICS,MAY170902,I AM GROOT #3,$3.99
2017-07-26,MARVEL COMICS,MAY170918,ICEMAN #3,$3.99
2017-07-26,MARVEL COMICS,MAY170831,INFAMOUS IRON MAN #10,$3.99
2017-07-26,MARVEL COMICS,MAY170942,MARVEL GRAPHIC COMIC BOXES GENERATIONS (BUNDLE OF 5) (NET),$45.00
2017-07-26,MARVEL COMICS,JUN170002,MARVEL PREVIEWS VOL 04 #1 AUGUST 2017 EXTRAS (Net),$1.25
2017-07-26,MARVEL COMICS,MAY170794,MIGHTY CAPTAIN MARVEL #7 SE,$3.99
2017-07-26,MARVEL COMICS,MAY170960,MIGHTY THOR TP VOL 02 LORDS OF MIDGARD,$19.99
2017-07-26,MARVEL COMICS,MAY170862,MOON GIRL AND DEVIL DINOSAUR #21,$3.99
2017-07-26,MARVEL COMICS,MAY170951,NOVA RESURRECTION TP,$19.99
2017-07-26,MARVEL COMICS,MAY170793,OCCUPY AVENGERS #9 SE,$3.99
2017-07-26,MARVEL COMICS,MAY178290,OLD MAN LOGAN #25 2ND PTG DEODATO VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170873,PUNISHER #14,$3.99
2017-07-26,MARVEL COMICS,MAY170974,RUNAWAYS TP VOL 05 ESCAPE TO NEW YORK NEW PTG,$14.99
2017-07-26,MARVEL COMICS,MAY170769,SECRET EMPIRE #7 (OF 10),$3.99
2017-07-26,MARVEL COMICS,MAY170771,SECRET EMPIRE #7 (OF 10) SORRENTINO HYDRA HEROES VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170954,SLAPSTICK THATS NOT FUNNY TP,$17.99
2017-07-26,MARVEL COMICS,MAY170852,SPIDER-GWEN #22,$3.99
2017-07-26,MARVEL COMICS,MAY170971,SPIDER-MAN COMPLETE CLONE SAGA EPIC TP VOL 05 NEW PTG,$39.99
2017-07-26,MARVEL COMICS,MAY178288,STAR WARS DARTH VADER #1 2ND PTG CHEUNG VAR,$4.99
2017-07-26,MARVEL COMICS,MAY170931,STAR WARS DOCTOR APHRA #10,$3.99
2017-07-26,MARVEL COMICS,MAY170897,THANOS #9,$3.99
2017-07-26,MARVEL COMICS,MAY170961,UNCANNY AVENGERS UNITY TP VOL 04 RED SKULL,$17.99
2017-07-26,MARVEL COMICS,MAY170947,UNCANNY X-MEN SUPERIOR TP VOL 04 IVX,$16.99
2017-07-26,MARVEL COMICS,MAY178291,WEAPON X #4 2ND PTG LAND VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170908,WEAPON X #6 WMD,$3.99
2017-07-26,MARVEL COMICS,MAY178292,X-MEN BLUE #5 2ND PTG ART ADAMS VAR,$3.99
2017-07-26,MARVEL COMICS,MAY170801,X-MEN BLUE #8 SE,$3.99
2017-07-26,MARVEL COMICS,MAY178293,X-MEN GOLD #5 2ND PTG SYAF VAR,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171990,(USE JUN178598) ALIEN BOUNTY HUNTER #1 (OF 5),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171057,ADAM WRECK #2 (OF 3),$1.50
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171150,ALL NEW CLASSIC ARCHIE YOUR PAL ARCHIE #1 CVR A DAN PARENT,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171151,ALL NEW CLASSIC ARCHIE YOUR PAL ARCHIE #1 CVR B LES MCCLAINE,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171173,ALL NEW SOULFIRE #5 10 COPY INCV (NET),$PI
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171171,ALL NEW SOULFIRE #5 CVR A CAFARO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171172,ALL NEW SOULFIRE #5 CVR B TOVAR,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171058,AMAZING AGE #2 (OF 5),$1.50
2017-07-26,COMICS & GRAPHIC NOVELS,MAY172032,ANONYMOUS NOISE GN VOL 03 (C: 1-0-1),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171152,ARCHIE 75TH ANNIV DIGEST #12,$6.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR171905,BARBIE HC VOL 02 BIG DREAMS BEST FRIENDS (RES) (C: 0-0-1),$12.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171440,BATTLESTAR GALACTICA GODS & MONSTERS TP,$19.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171197,BEAUTIFUL CANVAS #2,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171385,BETTIE PAGE #1 BLACK BAG ED (MR),$10.00
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171155,BETTY & VERONICA JUMBO COMICS DIGEST #255 (RES),$6.99
2017-07-26,COMICS & GRAPHIC NOVELS,JAN171389,BLACK #6 (OF 6) (MR),$5.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR171290,BLADE BUNNY VOL 2 #8,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171568,CAPTAIN CANUCK 2017 ONGOING #1 CVR A GALLAGHER,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171061,CLOUD STORIES GN (MR),$20.00
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171991,COLOSSI #4,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171797,COMPLETE PEANUTS TP VOL 07 1963-1964 (C: 1-1-2),$22.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171059,CROAK #2 (OF 3),$1.50
2017-07-26,COMICS & GRAPHIC NOVELS,APR171181,CRYPT OF HORROR #33,$29.95
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171715,DAMNED #3 (MR),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY172033,DEMON PRINCE OF MOMOCHI HOUSE GN VOL 09 (C: 1-0-1),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171670,DESCENDING STORIES GN VOL 02 SHOWA GENROKU RAKUGO SHINJU (C:,$12.99
2017-07-26,COMICS & GRAPHIC NOVELS,JAN171727,DF BATWOMAN #1 TYNION SGN (C: 0-1-2),$19.56
2017-07-26,COMICS & GRAPHIC NOVELS,APR171714,DF BATWOMAN #1 ULTRA LTD GOLD TYNION SGN (C: 0-1-2),$56.00
2017-07-26,COMICS & GRAPHIC NOVELS,JAN171728,DF BATWOMAN #1 ULTRA LTD SILVER TYNION SGN (C: 0-1-2),$56.00
2017-07-26,COMICS & GRAPHIC NOVELS,DEC161641,DF BATWOMAN REBIRTH #1 TYNION SGN (C: 0-1-2),$19.56
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171605,DF DEADPOOL VS PUNISHER #1 LENTE SGN (C: 0-1-2),$19.91
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171606,DF DEADPOOL VS PUNISHER #1 LTD RED LENTE SGN (C: 0-1-2),$59.99
2017-07-26,COMICS & GRAPHIC NOVELS,DEC161643,DF DETECTIVE COMICS #934 LTD SILVER TYNION SGN (C: 0-1-2),$69.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171621,DF HARLEY QUINN #1 AOD COLLECTIBLES COLOUR WITTER EXC (C: 0-,$29.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171756,DF JUSTICE LEAGUE OF AMERICA #1 SKETCH HAESER ORLANDO SGN (C,$75.00
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171625,DF JUSTICE LEAGUE VS SUICIDE SQUAD #1 AOD B&W WITTER EXC (C:,$39.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171623,DF JUSTICE LEAGUE VS SUICIDE SQUAD #1 AOD WITTER EXC (C: 0-1,$29.99
2017-07-26,COMICS & GRAPHIC NOVELS,JUN161448,DF SUICIDE SQUAD #1 DF EXC TOP SECRET CGC GRADED (C: 0-1-2),$89.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171759,DF TRUE BELIEVERS WOLVERINE VS HULK ROMITA SR SGN (C: 0-1-2),$181.00
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171609,DF X-MEN BLUE #1 LTD GOLD STAN LEE SGN (C: 0-1-2),$699.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171612,DF X-MEN GOLD #1 LTD GOLD STAN LEE SGN (C: 0-1-2),$699.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171354,DIE KITTY DIE HOLLYWOOD OR BUST SUMMER SPECIAL #1 CVR A PARE,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171355,DIE KITTY DIE HOLLYWOOD OR BUST SUMMER SPECIAL #1 CVR B RUIZ,$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171816,DOCTOR WHO 10TH YEAR THREE #7 CVR A HACK,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171817,DOCTOR WHO 10TH YEAR THREE #7 CVR B PHOTO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171818,DOCTOR WHO 10TH YEAR THREE #7 CVR C SHEDD,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,JAN171970,DOCTOR WHO 11TH SAPLING HC VOL 01 GROWTH,$22.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171890,DOCTOR WHO 11TH YEAR THREE #7 CVR A MYERS,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171891,DOCTOR WHO 11TH YEAR THREE #7 CVR B PHOTO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171892,DOCTOR WHO 11TH YEAR THREE #7 CVR C RAMOS,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171893,DOCTOR WHO 11TH YEAR THREE #7 CVR D ZANFARDINO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171883,DOCTOR WHO 9TH #14 CVR A MYERS,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171884,DOCTOR WHO 9TH #14 CVR B PHOTO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171885,DOCTOR WHO 9TH #14 CVR C FLOREAN,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171005,DOLLFACE #7 CVR A MENDOZA (MR),$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171006,DOLLFACE #7 CVR B MENDOZA TATTERED & TORN (MR),$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171007,DOLLFACE #7 CVR C MACCAGNI PIN UP (MR),$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171008,DOLLFACE #7 CVR D MACCAGNI PIN UP TATTERED & TORN (MR),$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171009,DOLLFACE #7 CVR E TURNER PIN UP (MR),$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171010,DOLLFACE #7 CVR F TURNER PIN UP TATTERED & TORN (MR),$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171137,EAGLE VOKES VALUE PACK,$19.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171136,EQUILIBRIUM #1 BALTIMORE COMIC CON CVR,$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171671,FAIRY TAIL GN VOL 61 (C: 1-1-0),$10.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171952,FAITH AND THE FUTURE FORCE #1 (OF 4) CVR A DJURDJEVIC,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171953,FAITH AND THE FUTURE FORCE #1 (OF 4) CVR B KANO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171954,FAITH AND THE FUTURE FORCE #1 (OF 4) CVR C BLANK VAR,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171575,FANTOMAH #1 CVR A MORRISETTE,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171456,FREELANCE #4 CVR A MAIN,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY178067,GO GO POWER RANGERS #1 FOC INCV TEDESCO VAR (C: 1-0-0),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171212,GO GO POWER RANGERS #1 MAIN & MIX (C: 1-0-0),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171638,GRANT MORRISONS 18 DAYS TP VOL 04 RISING SON,$14.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR171621,GREAT DIVIDE TP (MR),$19.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY172023,HAIKYU GN VOL 13 (C: 1-0-1),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,SEP151764,HARVEY PEKAR CLEVELAND HC,$21.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR178783,HEATHEN #3 2ND PTG,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171769,HEAVENLY BLUES #1,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,JUN171801,HENRY AND GLENN FOREVER AND EVER HC,$25.95
2017-07-26,COMICS & GRAPHIC NOVELS,MAY172035,HONEY SO SWEET GN VOL 07 (C: 1-0-1),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR172108,HOOKJAW TP,$16.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171043,HYPE GN (C: 1-0-0),$12.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171206,IT SECRET WORLD OF MODERN BANKING #5 (OF 5),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171239,JIM HENSON POWER OF DARK CRYSTAL #5 (OF 12),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171240,JIM HENSON POWER OF DARK CRYSTAL #5 (OF 12) SUBSCRIPTION TAK,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171800,JOHN CARPENTER TALES OF SCI FI VAULT #1 (OF 3) (MR),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY170997,KID SHERLOCK #2,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171668,KODT BUNDLE OF TROUBLE TP VOL 57,$14.99
2017-07-26,COMICS & GRAPHIC NOVELS,FEB171135,LAND THAT TIME FORGOT #1 HAND DRAWN SKETCH CVR,$29.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171945,LIFE AFTER TP VOL 04 (MR),$19.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171060,LILITH DARK #2 (OF 4),$1.50
2017-07-26,COMICS & GRAPHIC NOVELS,APR172020,LITTLE NIGHTMARES #2 (OF 4) CVR A ALEXOVICH,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR172021,LITTLE NIGHTMARES #2 (OF 4) CVR B HALL,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR172022,LITTLE NIGHTMARES #2 (OF 4) CVR C SANTANA,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR172023,LITTLE NIGHTMARES #2 (OF 4) CVR D BOATWRIGHT,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171258,LUMBERJANES #40,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171259,LUMBERJANES #40 SUBSCRIPTION SOTUYO VAR,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171782,MAGICAL GIRL SITE GN VOL 03 (MR) (C: 0-1-0),$12.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171015,MEDISIN #3 CVR A BRAME,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171016,MEDISIN #3 CVR B BRAME,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171836,MILLENNIUM GIRL WITH THE DRAGON TATTOO #2 CVR A IANNICELLO,$5.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171837,MILLENNIUM GIRL WITH THE DRAGON TATTOO #2 CVR B HOMS,$5.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171771,MINDBENDER #3,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR172207,MURDER BALLADS TP (MR),$24.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171055,NAMWOLF #4,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171056,NAMWOLF #4 ALEXIS ZIRITT CVR,$5.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171494,NANCY DREW HARDY BOYS #5 CVR A DALTON,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171495,NANCY DREW HARDY BOYS #5 CVR B CHARRETIER,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY172018,NISEKOI FALSE LOVE GN VOL 22 (C: 1-0-1),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171166,NO WORLD #4 CVR A GUNDERSON,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171167,NO WORLD #4 CVR B PARKER,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171168,NO WORLD #4 CVR C ARCHER,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171169,NO WORLD #4 CVR D TO,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171049,NORMALS #3,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,JUN171418,NOSFERATU GN,$8.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAR171416,NOT SO SECRET SOCIETY ORIGINAL GN (C: 0-1-2),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171284,OVER GARDEN WALL ONGOING #16 (C: 1-0-0),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171285,OVER GARDEN WALL ONGOING #16 SUBSCRIPTION MAQUILLING CV (C:,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171498,PATHFINDER RUNESCARS #3 CVR A LAU,$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171499,PATHFINDER RUNESCARS #3 CVR B QUALANO,$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171500,PATHFINDER RUNESCARS #3 CVR C BORGES,$4.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR171513,PITIFUL HUMAN LIZARD #14 (C: 0-0-1),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171504,PROJECT SUPERPOWERS HERO KILLERS #3 CVR A WOODS,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171505,PROJECT SUPERPOWERS HERO KILLERS #3 CVR B BROWNE,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171676,QUEEN EMERALDAS HC GN VOL 02 (OF 2) (C: 0-1-0),$24.99
2017-07-26,COMICS & GRAPHIC NOVELS,APR171239,REICH #9 (OF 12) (MR) (NOTE PRICE),$4.00
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171719,RICK & MORTY #28 (C: 1-0-0),$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY172038,RIN-NE GN VOL 24 (C: 1-0-1),$9.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171806,ROBOTECH #1 CVR B KERSCHL,$3.99
2017-07-26,COMICS & GRAPHIC NOVELS,MAY171052,ROUGH RIDERS RIDERS ON THE STORM #5,$3.99
